"","A1-6854_S1","A3-6830_S17","B1-6855_S2","B2-6813_S10","B3-6832_S18","C1-6872_S3","C2-6821_S11","C3-6835_S19","D1-6863_S4","D2-6822_S12","D3-6843_S20","E1-6870_S5","E2-6826_S13","F1-6803_S6","F2-6845_S14","G1-6806_S7","G2-6847_S15_1","H1-6807_S8","H2-6848_S16"
"DN420197",0,0,1,0,0,0,0,0,1,5,2,0,2,0,0,1,0,1,1
"DN420209",0,0,0,0,1,0,0,1,1,4,1,0,1,0,2,0,0,1,4
"DN420216",11,8,20,14,10,11,7,6,22,6,21,7,26,16,6,14,4,14,3
"DN420218",0,0,1,0,1,0,0,0,1,1,3,0,2,1,0,1,0,0,1
"DN420219",2,1,1,3,3,1,2,1,2,0,5,0,2,2,0,2,0,2,0
"DN420221",0,1,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"DN420226",0,4,1,0,1,0,6,0,0,0,0,0,9,0,0,20,2,0,0
"DN420229",0,0,2,3,2,0,1,0,3,1,3,0,0,1,0,0,1,2,1
"DN420232",0,4,0,1,4,0,0,4,0,3,4,0,2,0,2,0,2,1,0
"DN420235",0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"DN420236",0,0,2,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0
"DN420237",13,23,30,21,38,15,37,13,75,30,50,11,39,7,24,16,17,27,16
"DN420240",1,0,3,5,0,1,0,0,3,2,1,0,5,1,2,1,2,0,0
"DN420241",3,2,5,16,3,0,18,2,13,3,1,3,10,5,11,2,3,11,5
"DN420245",2,2,5,1,6,1,2,2,4,4,0,2,15,0,1,1,2,1,1
"DN420252",0,1,1,0,2,0,1,0,1,2,3,3,4,1,2,0,0,0,0
"DN420253",0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1
"DN420254",1,7,13,16,12,5,4,3,12,9,5,2,7,4,7,8,6,8,7
"DN420258",0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0
"DN420261",19,11,25,18,15,19,21,8,19,12,11,6,60,8,14,21,25,8,10
"DN420267",0,0,5,5,0,1,10,0,9,13,3,3,9,3,0,2,2,2,1
"DN420269",0,2,0,5,14,1,0,8,16,2,6,0,5,1,1,0,1,3,0
"DN420270",5,3,5,3,3,1,2,1,5,1,10,3,9,0,3,1,1,1,1
"DN420276",33,35,113,24,31,131,24,26,242,44,44,53,79,45,74,37,27,45,17
"DN420284",1,7,18,7,2,3,5,3,4,9,16,2,7,6,3,4,3,9,1
"DN420290",8,3,18,17,36,7,13,12,20,15,24,1,31,6,9,18,16,4,13
"DN420291",11,8,2,6,25,12,18,9,71,1,18,11,0,26,47,6,1,18,5
"DN420293",6,10,26,10,13,10,5,10,34,18,20,4,20,5,11,7,12,8,11
"DN420294",0,0,2,1,2,3,1,0,2,2,0,1,0,2,1,0,3,0,0
"DN420297",6,1,2,0,0,0,0,0,4,2,2,1,3,2,0,1,0,0,0
"DN420300",1,9,8,0,0,4,3,3,13,6,9,7,5,2,0,3,1,0,0
"DN420313",12,19,13,4,25,13,17,19,44,6,37,1,8,10,15,5,2,4,5
"DN420315",57,93,26,40,161,121,67,172,139,15,116,98,72,21,142,38,34,24,21
"DN420317",2,4,0,0,6,1,3,0,6,13,5,1,10,0,2,3,1,0,1
"DN420318",8,8,12,1,8,0,4,6,25,20,4,21,3,0,6,3,8,0,16
"DN420321",2,4,0,0,1,0,0,1,2,2,4,1,0,1,0,0,0,0,0
"DN420326",0,1,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,1,2
"DN420330",0,2,1,0,3,0,2,0,7,11,4,0,23,0,2,0,0,0,2
"DN420331",2,2,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0
"DN420333",215,256,858,8412,144,163,3306,181,313,1246,475,53,7392,7578,681,7537,2764,6266,1596
"DN420337",1,3,5,4,3,1,0,5,1,9,1,3,2,3,11,3,1,1,4
"DN420338",1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
"DN420346",0,2,1,0,0,1,0,2,1,2,1,1,0,1,0,2,0,0,0
"DN420356",0,1,2,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,1
"DN420357",1,0,3,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0
"DN420362",15,15,55,11,15,4,11,14,31,31,16,0,78,6,8,8,21,9,27
"DN420364",0,0,3,0,2,3,1,0,1,1,0,0,0,0,1,1,1,0,1
"DN420367",0,0,2,0,0,1,0,0,2,0,1,0,3,0,0,0,2,0,1
"DN420369",122,119,428,192,198,63,109,113,220,228,245,34,141,106,59,103,149,71,126
"DN420371",0,0,7,4,0,3,4,2,1,0,2,3,4,2,3,2,3,3,0
"DN420373",0,0,4,1,1,2,1,1,3,0,6,1,4,1,1,0,0,0,0
"DN420382",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DN420392",0,0,2,0,1,1,6,0,4,3,3,1,3,0,0,3,0,0,2
"DN420400",0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"DN420401",3,2,2,2,1,0,3,1,5,9,6,1,3,1,0,1,0,0,0
"DN420404",0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,1,0
"DN420407",3,4,8,3,2,1,2,1,5,5,2,4,7,2,0,2,2,0,1
"DN420408",1,3,1,1,1,0,1,0,1,1,1,1,7,1,0,0,1,0,0
"DN420412",3,15,22,11,19,7,9,13,19,30,30,4,36,9,3,8,9,3,7
"DN420419",9,4,16,16,9,7,9,5,29,2,11,2,11,9,8,5,5,6,4
"DN420427",0,3,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0
"DN420428",103,61,140,44,146,37,34,66,166,32,74,43,32,75,26,30,33,28,23
"DN420434",21,25,29,4,56,13,2,20,35,2,43,4,1,0,11,1,0,1,0
"DN420435",0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,1,0,2
"DN420438",0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"DN420439",8,9,11,7,6,0,7,5,49,9,39,1,27,1,5,4,10,4,4
"DN420442",3,2,4,3,8,2,3,1,8,8,6,1,6,2,2,4,2,4,2
"DN420444",0,0,1,0,0,0,2,0,3,4,4,2,1,1,0,0,1,0,0
"DN420459",0,3,5,1,0,1,2,0,0,3,3,1,3,2,1,2,2,2,3
"DN420466",3,5,3,0,9,0,1,2,0,2,3,0,5,1,1,0,1,0,2
"DN420467",2,0,4,3,4,0,3,3,4,6,3,0,1,0,0,0,1,1,0
"DN420468",0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"DN420469",3,20,41,20,10,7,6,18,38,28,30,7,49,13,11,5,40,7,15
"DN420472",0,0,0,1,0,0,4,2,0,2,2,2,4,0,2,1,1,0,3
"DN420475",0,2,5,1,1,1,3,0,1,2,0,0,0,0,2,1,1,0,0
"DN420477",0,2,1,3,0,1,2,2,4,2,4,0,4,7,2,5,3,12,5
"DN420482",0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"DN420483",0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
"DN420485",2,0,4,1,1,1,2,1,0,8,1,0,3,2,0,1,2,0,0
"DN420486",0,1,0,2,0,0,3,0,0,3,9,0,11,1,0,0,0,0,1
"DN420490",1,2,3,0,1,1,2,0,0,1,1,0,0,0,0,0,1,1,2
"DN420493",6,2,24,6,7,42,1,3,32,10,10,19,1,0,2,0,3,2,3
"DN420495",2,5,5,3,3,3,0,0,2,6,17,1,9,1,5,4,5,0,2
"DN420496",14,54,8,5,32,11,14,36,63,25,59,10,8,42,1,23,7,16,2
"DN420499",0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"DN420501",0,0,2,4,0,0,2,0,2,1,0,0,0,26,1,4,0,0,0
"DN420507",0,0,5,0,1,0,9,0,6,25,5,0,30,1,1,0,5,1,0
"DN420516",1,2,5,4,11,6,6,6,13,9,6,10,35,5,20,14,8,15,8
"DN420522",0,3,0,0,3,1,4,0,1,0,6,0,2,0,3,1,0,2,0
"DN420536",0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"DN420539",0,1,3,3,3,1,2,0,1,2,6,0,2,2,3,1,3,2,1
"DN420541",0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,3
"DN420548",0,2,2,2,4,1,2,4,0,5,2,1,16,4,2,3,2,1,3
"DN420549",0,1,2,0,0,0,1,0,0,3,2,0,1,0,1,0,0,0,0
"DN420550",1,1,1,0,0,0,1,1,3,4,3,3,2,0,1,0,0,0,2
"DN420555",0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"DN420557",18,10,48,30,18,14,21,18,38,31,30,11,49,32,17,45,25,11,26
"DN420565",0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,1,0,3
"DN420566",2,2,10,17,12,3,2,4,9,23,8,8,16,4,5,8,7,3,3
"DN420568",2,2,1,1,2,1,5,0,0,16,2,0,2,3,0,2,0,0,0
"DN420569",11,25,14,19,10,39,18,15,68,13,41,14,22,35,15,19,9,23,3
"DN420570",746,713,1248,472,829,421,830,636,1476,743,1089,268,668,717,482,368,568,424,181
"DN420575",2,2,6,2,5,9,2,2,14,5,1,0,13,3,1,0,1,0,0
"DN420576",8,12,9,12,16,2,6,7,6,11,11,3,15,8,5,5,5,6,3
"DN420581",9,12,22,15,7,13,9,11,39,10,26,10,13,9,4,1,5,8,5
"DN420589",25,33,101,8,44,29,55,19,175,38,64,31,63,22,12,12,27,30,13
"DN420590",0,1,4,0,2,0,0,1,1,8,2,0,9,3,0,0,0,2,2
"DN420592",6,9,1,4,29,20,15,20,0,0,0,2,0,9,29,6,6,19,7
"DN420594",1,2,1,3,1,2,1,1,3,2,1,1,3,1,1,3,2,1,1
"DN420599",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"DN420602",4,2,8,3,2,0,9,3,6,6,7,1,25,1,2,3,3,2,7
"DN420605",1,0,0,0,5,2,4,0,2,5,2,5,4,0,0,0,2,1,1
"DN420606",21,12,24,191,21,15,16,11,63,14,40,17,18,12,10,4,28,16,7
"DN420609",0,3,0,2,3,0,0,0,0,0,3,0,0,4,0,0,0,6,0
"DN420610",0,8,0,0,9,1,5,1,6,9,6,0,5,1,1,3,4,4,3
"DN420611",0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
"DN420616",0,1,1,0,2,1,2,1,4,0,0,0,0,1,1,2,0,0,0
"DN420617",0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"DN420618",1,0,5,4,1,1,1,3,1,5,2,0,1,2,0,2,2,0,1
"DN420621",0,8,3,3,13,5,2,3,10,12,13,0,5,5,6,1,4,0,10
"DN420622",0,2,3,6,5,1,2,1,2,0,1,2,2,2,3,4,0,0,4
"DN420623",10,27,15,5,26,6,22,25,21,23,57,11,51,9,5,21,11,1,23
"DN420625",13,18,34,16,12,14,9,8,18,14,12,13,28,19,12,8,15,8,16
"DN420626",24,20,20,64,34,21,74,42,138,57,36,11,175,35,19,30,13,18,23
"DN420627",7,15,8,3,8,3,4,3,1,7,17,4,6,5,11,3,5,3,1
"DN420630",0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
"DN420632",1,0,0,0,0,0,0,1,0,0,3,0,10,0,0,0,0,0,1
"DN420638",1,3,0,1,3,1,3,0,3,1,2,1,3,0,0,1,0,0,0
"DN420644",1,1,7,4,4,3,1,0,1,3,4,0,4,0,4,1,6,1,4
"DN420645",0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"DN420648",11,9,15,8,14,5,10,14,17,14,14,7,17,9,13,12,11,10,8
"DN420650",5,0,8,0,0,3,0,2,3,0,2,1,2,0,0,1,3,0,1
"DN420665",1,0,0,0,0,0,2,0,3,2,0,0,0,0,1,0,1,1,0
"DN420674",2,0,7,0,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0
"DN420678",2,2,0,3,3,1,1,2,10,2,4,1,10,1,2,0,0,0,3
"DN420680",3,4,13,7,10,3,3,4,8,2,12,6,7,2,11,8,6,5,7
"DN420686",1,2,5,4,0,0,1,2,4,8,0,3,3,0,0,0,0,0,1
"DN420693",5,13,8,10,12,2,7,9,11,19,6,6,12,7,6,7,3,5,2
"DN420697",0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"DN420700",0,0,0,0,1,0,2,1,0,4,2,3,0,0,0,0,0,2,1
"DN420701",2,0,1,2,0,0,1,0,0,0,0,0,4,0,0,2,0,0,8
"DN420704",1,0,1,1,3,0,0,2,0,4,5,0,1,2,0,0,1,1,1
"DN420705",0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"DN420710",6,23,24,24,37,18,15,27,38,22,34,6,27,16,16,15,11,12,18
"DN420713",1,7,18,6,6,3,13,1,13,34,10,3,24,7,6,4,9,4,12
"DN420714",2,5,3,1,3,1,1,7,9,3,7,2,0,2,1,0,1,1,2
"DN420717",5,2,4,4,1,1,3,1,2,3,2,4,5,3,0,5,1,2,0
"DN420719",2,6,7,3,3,3,1,4,9,8,12,5,5,2,2,5,4,2,4
"DN420721",1,0,3,3,0,0,4,0,2,3,0,0,2,0,1,0,3,1,2
"DN420722",41,53,51,84,74,45,41,44,103,41,70,32,62,28,39,27,36,30,16
"DN420728",0,2,6,1,7,0,8,3,0,20,3,1,39,0,2,0,11,0,2
"DN420729",2,0,7,1,1,4,2,4,2,2,0,1,4,1,1,1,1,0,3
"DN420731",2,0,3,2,1,2,0,0,2,1,0,0,8,1,0,0,0,0,0
"DN420736",0,0,0,0,2,1,0,2,0,0,4,0,2,0,0,0,0,0,0
"DN420737",0,1,3,0,0,1,2,1,2,0,1,0,0,1,2,2,1,2,1
"DN420740",0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0
"DN420742",0,0,1,0,1,0,0,0,1,3,3,1,3,0,0,0,0,1,0
"DN420752",0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"DN420753",13,24,43,23,27,7,11,24,24,19,26,13,17,13,38,13,16,8,3
"DN420758",1993,1042,1443,1488,1944,2160,1851,1972,2257,891,1797,1320,1710,2140,1223,1708,1493,1384,648
"DN420759",6,16,11,8,18,7,4,7,17,0,20,7,11,3,6,4,6,4,3
"DN420764",0,0,1,2,1,2,0,1,1,3,3,0,5,1,0,1,0,0,1
"DN420765",0,2,2,1,2,1,1,1,5,3,2,2,0,2,0,0,0,0,0
"DN420766",0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"DN420767",0,1,0,0,2,0,1,0,1,7,0,0,2,0,2,0,0,0,0
"DN420768",0,0,1,0,0,0,1,0,0,9,2,0,4,0,0,0,1,0,0
"DN420770",0,2,2,0,0,0,1,1,2,0,7,0,1,4,1,4,0,2,3
"DN420779",8,8,21,5,15,10,18,10,36,22,25,8,24,22,9,0,2,20,4
"DN420782",0,3,4,2,4,3,1,2,3,3,3,1,1,1,2,2,0,2,3
"DN420783",1,4,2,0,7,5,2,3,5,6,6,1,1,2,2,4,0,0,4
"DN420787",16,13,24,18,18,5,18,9,23,22,10,2,36,17,13,10,11,24,6
"DN420788",12,8,34,18,17,33,19,16,28,7,24,7,17,29,16,18,27,20,18
"DN420790",33,5,48,29,3,31,51,2,129,90,4,38,62,17,46,24,21,34,17
"DN420792",0,1,2,0,1,0,3,1,0,1,2,0,1,0,0,0,2,0,0
"DN420794",1,4,10,2,10,4,9,2,13,21,5,2,14,4,2,3,9,3,7
"DN420795",0,0,1,0,1,0,0,0,1,1,2,0,2,0,0,1,3,0,2
"DN420797",3,3,0,2,2,1,2,2,1,1,3,2,3,6,0,0,4,2,3
"DN420798",1,1,3,2,6,0,2,3,3,6,3,2,5,0,0,0,1,0,0
"DN420799",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0
"DN420800",127,87,227,70,138,125,95,111,279,79,151,89,142,109,98,96,85,100,87
"DN420806",0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0
"DN420810",6,13,57,15,20,4,18,13,13,17,22,7,60,10,15,6,17,8,14
"DN420815",0,1,0,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0
"DN420821",2,0,9,3,6,2,0,2,0,4,1,1,5,2,4,3,2,4,5
"DN420822",0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0
"DN420824",13,28,12,5,27,7,9,23,22,13,24,1,31,10,7,4,9,5,4
"DN420825",22,96,52,77,194,7,48,66,35,165,216,3,208,59,17,71,13,91,30
"DN420831",44,94,74,47,64,65,45,56,148,69,101,56,110,44,48,57,32,30,26
"DN420833",0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,1,0,0,0
"DN420839",0,203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DN420840",0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"DN420842",0,1,0,2,0,0,3,1,0,1,3,0,9,2,0,2,3,1,0
"DN420844",0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
"DN420852",0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0
"DN420859",4,1,2,8,3,1,9,1,3,38,1,1,21,5,0,3,7,4,1
"DN420860",0,0,4,2,6,0,7,0,7,2,6,0,2,0,1,0,6,0,0
"DN420861",0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0
"DN420866",1,1,4,5,5,7,4,0,13,2,8,10,9,2,2,1,1,2,0
"DN420879",4,1,2,2,1,2,1,3,2,3,2,2,6,3,1,6,4,2,1
"DN420882",4,22,4,22,25,0,17,32,3,6,29,1,40,15,8,8,16,17,10
"DN420884",3,2,3,3,4,0,3,4,6,16,2,3,3,3,0,0,4,2,4
"DN420891",11,8,10,2,10,7,5,9,19,12,22,3,24,10,9,7,6,7,3
"DN420892",0,1,1,0,2,1,1,0,0,3,0,0,0,0,3,0,0,2,0
"DN420895",0,0,0,1,0,9,6,1,0,4,0,0,11,2,1,2,3,3,3
"DN420902",0,0,0,2,3,2,4,0,2,1,8,0,6,1,1,1,2,0,2
"DN420915",0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"DN420923",1,7,6,2,6,2,3,2,4,2,5,0,11,2,2,0,1,0,2
"DN420924",1,6,6,1,4,0,2,1,4,7,2,1,5,3,0,0,0,1,1
"DN420928",1,3,1,1,0,1,6,3,1,26,7,0,14,4,2,0,2,0,1
"DN420930",10,12,46,13,9,9,6,7,14,2,16,8,16,9,10,7,14,5,3
"DN420936",14,13,12,7,16,12,10,8,15,20,8,5,10,14,11,13,10,11,26
"DN420943",3,8,6,1,13,4,10,9,13,23,11,0,15,5,6,8,6,1,5
"DN420946",5,1,9,0,10,2,3,4,10,7,2,0,7,2,2,0,5,0,23
"DN420949",0,0,0,0,2,0,1,0,0,6,0,0,8,0,0,0,0,0,0
"DN420951",6,6,22,3,4,8,1,3,15,4,5,5,8,3,3,1,6,1,1
"DN420954",26,8,46,24,26,42,8,13,68,30,13,20,39,32,56,40,15,11,8
"DN420956",0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0
"DN420957",4,9,5,6,8,1,2,4,4,11,9,1,8,6,1,6,2,2,8
"DN420958",0,1,2,0,0,0,1,1,0,1,1,0,3,0,0,0,0,0,0
"DN420960",1,2,6,9,4,1,2,2,10,10,10,0,8,1,1,0,1,6,2
"DN420972",2,9,9,3,5,1,10,3,9,24,6,0,19,4,4,3,6,5,10
"DN420973",1,1,2,3,4,2,3,1,4,2,2,1,7,1,3,1,1,1,44
"DN420980",10,10,8,6,12,9,5,10,3,8,9,3,13,1,4,9,10,15,16
"DN420985",2412,1353,553,889,2501,1967,1084,2218,1308,437,1801,1212,1544,2550,1410,1326,1441,958,784
"DN420986",147,85,136,97,159,173,146,194,226,103,146,145,132,185,174,123,178,120,115
"DN420995",24,104,52,30,8,3,3,91,15,12,110,17,5,22,2,18,3,0,5
"DN420996",1,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"DN420998",2,0,5,7,4,1,5,5,3,2,4,0,5,0,0,0,1,0,2
"DN421002",1,5,0,4,2,3,0,6,12,1,9,2,1,4,2,5,1,3,1
"DN421011",1,0,0,0,1,0,0,3,1,3,0,0,0,1,2,0,1,0,3
"DN421015",12,0,2,3,0,0,6,0,1,2,0,1,20,0,0,0,1,2,6
"DN421018",1,6,4,2,10,3,0,2,3,6,8,2,9,0,0,0,6,0,2
"DN421041",1,2,13,4,2,5,0,0,5,2,3,4,4,1,0,6,2,3,1
"DN421047",1,441,2,2,2,2,1,1,0,9,1,0,4,0,2,6,0,1,0
"DN421054",1,0,1,0,3,0,0,0,2,2,1,0,1,0,0,0,2,0,1
"DN421062",0,1,0,0,3,0,0,2,2,6,0,0,1,0,1,2,2,1,2
"DN421067",0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1
"DN421070",16,18,95,21,82,31,4,5,72,7,44,9,8,9,15,24,10,32,22
"DN421078",1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
"DN421081",1,2,0,1,3,0,1,0,0,1,1,0,2,1,3,0,2,2,0
"DN421083",0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
"DN421084",14,6,21,15,15,40,38,5,18,10,1,0,0,40,18,33,9,40,8
"DN421085",16,22,29,7,10,9,13,11,24,27,28,7,34,7,4,6,27,4,13
"DN421086",74,61,64,45,92,73,33,81,73,31,65,49,64,132,47,107,81,128,10
"DN421088",0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
"DN421089",2632,6463,11451,2332,3848,3555,8329,3742,5716,8131,6303,2235,12938,3193,3798,3192,4959,2317,8144
"DN421093",0,1,0,1,2,0,0,0,7,0,0,0,0,0,0,5,0,3,1
"DN421094",23,43,50,29,52,20,20,34,54,43,51,20,70,36,14,16,27,20,29
"DN421097",1574,1282,1457,1313,1923,1541,1531,1988,1983,835,1822,1065,1890,1963,1274,1466,1357,1237,802
"DN421098",4,2,9,5,12,12,0,2,11,5,18,2,6,9,3,5,8,2,0
"DN421103",0,4,8,1,5,3,5,5,6,3,4,1,3,4,1,2,3,2,2
"DN421106",1,3,2,4,0,0,4,1,5,0,1,3,4,1,1,0,3,0,1
"DN421116",0,5,1,1,4,0,3,0,2,4,1,0,6,2,2,1,0,1,1
"DN421121",1,4,1,0,14,1,12,7,3,3,7,0,0,2,0,0,2,0,0
"DN421124",1,3,1,2,5,0,0,0,2,7,1,2,8,0,0,1,2,1,4
"DN421126",1,1,3,2,2,0,1,1,4,11,2,0,19,0,1,1,0,0,2
"DN421128",0,2,0,4,0,0,3,0,0,10,3,0,8,1,3,2,2,2,2
"DN421132",2,3,4,1,8,0,2,2,1,7,3,3,7,3,1,4,2,3,3
"DN421137",4,0,2,0,0,3,0,2,3,6,0,5,1,1,2,1,2,0,3
"DN421140",2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"DN421143",3,11,18,9,10,7,8,10,18,18,20,5,43,4,7,8,11,8,6
"DN421152",2,11,6,3,6,4,5,4,4,2,9,1,8,12,4,8,7,6,3
"DN421154",11,11,8,13,18,9,6,7,15,15,15,5,28,7,8,8,25,5,5
"DN421155",0,1,1,2,2,0,0,0,2,1,1,0,4,1,0,2,0,1,1
"DN421159",225,500,321,101,196,203,77,143,677,119,34,156,51,204,114,201,170,99,135
"DN421164",0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
"DN421165",0,0,3,3,2,0,1,1,2,4,2,0,2,0,0,1,0,0,0
"DN421177",0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0
"DN421178",0,4,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,1,1
"DN421179",1,0,1,2,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0
"DN421180",1,8,5,6,7,2,2,2,8,3,10,3,10,3,4,4,5,4,2
"DN421181",0,4,6,2,0,1,0,2,2,6,4,2,3,1,0,1,0,1,2
"DN421183",0,1,2,0,2,0,0,0,2,1,1,0,0,0,0,0,1,0,2
"DN421192",0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0
"DN421197",0,31,14,3,3,3,2,5,4,4,1,1,14,1,2,0,7,1,3
"DN421198",18,15,18,18,20,5,17,12,24,22,38,2,30,25,15,17,11,10,14
"DN421199",1,5,5,4,9,4,1,5,10,5,6,1,8,1,2,1,8,0,4
"DN421200",2,1,5,1,4,1,2,3,1,4,5,2,7,2,2,1,1,1,3
"DN421201",1,1,1,0,4,0,2,1,0,0,4,0,4,0,0,2,0,0,0
"DN421212",6,4,9,2,7,1,3,1,10,5,7,1,11,0,6,3,6,3,2
"DN421213",0,0,0,2,0,0,1,0,0,3,2,0,0,0,0,0,1,0,0
"DN421215",12,15,42,27,19,20,4,5,57,21,29,13,30,22,24,29,12,25,2
"DN421219",3,2,7,6,3,4,2,3,11,1,13,7,17,2,1,4,13,2,4
"DN421226",4,3,12,6,12,6,5,10,7,13,19,4,17,11,11,6,7,10,9
"DN421231",3,12,13,0,8,2,4,5,17,2,18,2,6,1,0,3,2,3,0
"DN421234",0,1,2,2,3,1,2,0,1,2,3,0,3,1,1,2,1,1,0
"DN421237",0,0,2,0,2,1,1,1,1,1,2,0,1,3,0,1,0,0,0
"DN421238",3,2,6,1,2,2,4,1,2,1,6,2,7,1,3,1,2,4,0
"DN421243",1,1,1,1,1,0,1,0,1,0,0,0,3,0,0,0,4,0,0
"DN421244",0,2,0,1,2,1,6,0,3,7,0,0,8,3,2,2,0,0,2
"DN421246",76,67,119,181,98,94,123,248,282,120,152,78,246,173,113,127,168,77,49
"DN421249",14,8,15,6,34,12,12,14,12,11,14,5,23,12,15,4,12,2,8
"DN421253",51,122,112,61,65,74,65,103,162,66,75,45,55,47,22,34,37,29,28
"DN421254",0,4,2,1,1,0,1,1,1,12,4,0,1,1,0,4,1,0,1
"DN421257",0,1,1,0,0,0,0,1,1,5,1,0,3,0,1,0,0,0,1
"DN421259",2,4,0,1,3,0,1,2,1,2,5,0,2,0,0,2,2,1,0
"DN421263",6,10,15,20,11,10,6,13,21,4,16,9,6,5,5,4,3,3,5
"DN421266",2,2,6,5,3,1,3,1,0,3,0,0,3,4,5,1,3,4,0
"DN421269",23,72,22,23,71,10,47,59,24,97,146,7,48,44,38,56,57,26,20
"DN421274",0,3,11,0,1,1,1,1,4,1,1,0,7,0,0,1,2,1,1
"DN421283",0,0,0,0,1,1,0,1,5,3,1,1,2,0,1,1,0,1,2
"DN421284",0,1,1,0,0,0,1,3,1,3,2,0,2,0,0,0,1,1,1
"DN421290",12,17,112,10,33,16,10,10,58,25,69,9,32,26,12,11,6,8,14
"DN421295",6,1,12,3,7,1,4,5,11,6,17,0,9,6,3,2,3,4,3
"DN421298",0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"DN421299",1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"DN421300",0,0,2,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DN421313",7,8,5,8,8,5,1,8,9,7,9,4,10,6,9,6,7,5,9
"DN421317",1,2,1,2,1,0,3,0,1,4,1,1,0,0,0,0,2,1,0
"DN421318",0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0
"DN421321",0,2,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"DN421325",19,24,19,5,20,5,3,14,27,8,10,6,6,8,5,2,9,2,6
